Cumulative,Cumulative Test positive,Cumulative tests performed,Date,Discharged,Expired,Home Quarantine,New (last 24 hrs),Region,Still admitted,Tests performed in last 24 hours,Positivity Rate (%),Case Fatality Rate (%)
31245,3391,52478,2020-04-18,672,37,1895.0,1919,Punjab,787,2647.0,6.4617554022638055,1.091123562370982
21272,2217,21272,2020-04-18,581,47,872.0,2372,Sindh,717,2372.0,10.422151184655885,2.119981957600361
5479,163,5479,2020-04-18,20,1,129.0,329,ICT,13,329.0,2.974995437123563,0.6134969325153374
5025,335,4812,2020-04-18,142,5,148.0,535,Balochistan,40,385.0,6.961762261014131,1.4925373134328357
2313,250,2021,2020-04-18,192,3,50.0,381,GB,5,217.0,12.370113805047007,1.2
1175,48,1175,2020-04-18,9,0,0.0,40,AJK,39,40.0,4.085106382978723,0.0
22938,2355,22938,2020-04-19,592,48,951.0,1666,Sindh,764,1666.0,10.266806173162438,2.038216560509554
1229,48,1229,2020-04-19,9,0,0.0,54,AJK,39,54.0,3.9056143205858422,0.0
5485,376,5085,2020-04-19,144,5,176.0,460,Balochistan,51,273.0,7.394296951819075,1.3297872340425532
2429,257,2169,2020-04-19,193,3,56.0,116,GB,5,2021.0,11.848778238819731,1.1673151750972763
5857,171,5857,2020-04-19,20,2,134.0,378,ICT,15,378.0,2.9195834044732796,1.1695906432748537
6531,1137,6003,2020-04-19,226,60,557.0,391,KP,294,692.0,18.940529735132433,5.277044854881266
33199,3649,55241,2020-04-19,684,41,1932.0,1954,Punjab,992,2763.0,6.605600912365815,1.1235955056179776
24458,2537,24458,2020-04-20,625,56,1065.0,1520,Sindh,791,1520.0,10.372884127892714,2.207331493890422
34084,3721,58304,2020-04-20,702,42,1975.0,885,Punjab,1002,2156.0,6.38206641053787,1.1287288363343186
7090,1235,6544,2020-04-20,267,67,605.0,559,KP,296,541.0,18.87224938875306,5.425101214574899
1275,49,1275,2020-04-20,10,0,0.0,46,AJK,39,46.0,3.8431372549019605,0.0
2657,263,2430,2020-04-20,194,3,62.0,228,GB,4,261.0,10.82304526748971,1.1406844106463878
5793,432,5315,2020-04-20,152,5,207.0,308,Balochistan,68,230.0,8.12793979303857,1.1574074074074074
5976,181,5976,2020-04-20,20,3,142.0,119,ICT,16,119.0,3.0287817938420347,1.6574585635359116
8340,1276,9360,2020-04-21,297,74,577.0,755,KP,328,579.0,13.632478632478632,5.799373040752351
35890,4195,60649,2020-04-21,742,45,2257.0,1806,Punjab,1151,2345.0,6.916849412191463,1.0727056019070322
26058,2764,26058,2020-04-21,635,61,1223.0,1600,Sindh,845,1600.0,10.607107222350141,2.206946454413893
6224,185,6224,2020-04-21,20,3,148.0,248,ICT,14,248.0,2.9723650385604112,1.6216216216216217
6391,465,5636,2020-04-21,161,6,231.0,598,Balochistan,67,321.0,8.25053229240596,1.2903225806451613
1355,50,1355,2020-04-21,16,0,0.0,80,AJK,34,80.0,3.6900369003690034,0.0
2827,281,2604,2020-04-21,195,3,79.0,170,GB,4,174.0,10.791090629800307,1.0676156583629894
38965,4590,66030,2020-04-22,790,58,21452.0,1812,Punjab,1290,2635.0,6.951385733757383,1.263616557734205
9828,1453,10837,2020-04-22,414,83,605.0,704,KP,351,1009.0,13.407769677955153,5.712319339298004
6931,204,6931,2020-04-22,26,3,167.0,483,ICT,8,483.0,2.9432982253643054,1.4705882352941175
30346,3373,30346,2020-04-22,715,69,1579.0,2097,Sindh,1010,2097.0,11.115138733276215,2.045656685443226
7650,552,6130,2020-04-22,168,8,294.0,619,Balochistan,82,329.0,9.00489396411093,1.4492753623188406
1416,51,1416,2020-04-22,23,0,0.0,6,AJK,28,6.0,3.6016949152542375,0.0
3047,290,2859,2020-04-22,201,3,76.0,118,GB,10,141.0,10.143406785589367,1.0344827586206897
1471,55,1471,2020-04-23,0,0,0.0,55,AJK,30,55.0,3.7389530931339223,0.0
8358,607,6504,2020-04-23,346,8,0.0,708,Balochistan,79,374.0,9.332718327183272,1.3179571663920924
3239,300,2998,2020-04-23,75,3,0.0,192,GB,10,182.0,10.00667111407605,1.0
7519,214,7519,2020-04-23,173,3,0.0,588,ICT,12,588.0,2.8461231546748236,1.4018691588785046
10954,1541,11963,2020-04-23,628,85,0.0,1126,KP,373,1126.0,12.88138426816016,5.515898767034393
40157,4767,67882,2020-04-23,2497,65,0.0,1192,Punjab,1300,1832.0,7.022480186205474,1.3635410111181034
33028,3671,33028,2020-04-23,1805,73,0.0,2682,Sindh,1063,2682.0,11.114811674942473,1.9885589757559248
41126,5046,69971,2020-04-24,2577,73,20.0,969,Punjab,1331,2089.0,7.21155907447371,1.4466904478795084
35582,3945,35582,2020-04-24,1893,75,14.0,2554,Sindh,1205,2554.0,11.087066494294868,1.9011406844106464
12100,1708,13109,2020-04-24,738,89,12.0,1146,KP,409,1146.0,13.029216568769547,5.210772833723654
1522,55,1522,2020-04-24,0,0,0.0,51,AJK,27,51.0,3.613666228646518,0.0
3434,307,3162,2020-04-24,81,3,0.0,195,GB,10,164.0,9.709044908285895,0.9771986970684038
8794,656,6742,2020-04-24,393,10,0.0,436,Balochistan,77,236.0,9.730050430139423,1.524390243902439
8059,223,8059,2020-04-24,177,3,0.0,540,ICT,14,540.0,2.767092691400918,1.345291479820628
1588,55,1588,2020-04-25,0,0,0.0,66,AJK,23,66.0,3.4634760705289676,0.0
10404,722,7212,2020-04-25,449,11,0.0,1610,Balochistan,86,470.0,10.011092623405435,1.5235457063711912
3591,308,3273,2020-04-25,79,3,0.0,157,GB,10,111.0,9.410326917201346,0.974025974025974
8455,235,8455,2020-04-25,188,3,0.0,396,ICT,15,396.0,2.7794204612655236,1.276595744680851
12921,1793,13930,2020-04-25,760,93,10.0,821,KP,455,821.0,12.871500358937546,5.186837702175126
42456,5378,71726,2020-04-25,2577,81,25.0,1330,Punjab,1594,1755.0,7.497978417867998,1.506136110078096
38181,4232,38181,2020-04-25,2146,78,14.0,2599,Sindh,1206,2599.0,11.084047039103218,1.8431001890359167
42456,5378,71726,2020-04-26,1126,81,2577.0,1330,Punjab,1594,1755.0,7.497978417867998,1.506136110078096
12921,1793,13930,2020-04-26,485,93,760.0,821,KP,455,821.0,12.871500358937546,5.186837702175126
8455,235,8455,2020-04-26,29,3,188.0,396,ICT,15,396.0,2.7794204612655236,1.276595744680851
38181,4232,38181,2020-04-26,802,78,2146.0,2599,Sindh,1206,2599.0,11.084047039103218,1.8431001890359167
10404,722,7212,2020-04-26,176,11,449.0,1610,Balochistan,86,470.0,10.011092623405435,1.5235457063711912
1588,55,1588,2020-04-26,32,0,0.0,66,AJK,23,66.0,3.4634760705289676,0.0
3591,308,3273,2020-04-26,216,3,79.0,157,GB,10,111.0,9.410326917201346,0.974025974025974
42684,5446,73226,2020-04-27,1183,83,2578.0,228,Punjab,1602,1500.0,7.437249064539918,1.524054351817848
13880,1864,14889,2020-04-27,515,98,767.0,959,KP,484,959.0,12.519309557391361,5.257510729613734
8753,245,8753,2020-04-27,29,3,198.0,298,ICT,15,298.0,2.799040329030047,1.2244897959183674
41216,4615,41216,2020-04-27,872,81,2432.0,3035,Sindh,1230,3035.0,11.197107919254657,1.7551462621885159
11279,781,7582,2020-04-27,176,13,502.0,875,Balochistan,90,370.0,10.300712213136375,1.6645326504481435
1692,59,1692,2020-04-27,35,0,0.0,104,AJK,24,104.0,3.486997635933806,0.0
3675,318,3398,2020-04-27,219,3,86.0,84,GB,10,125.0,9.358446144791053,0.9433962264150944
1713,65,1713,2020-04-28,35,0,0.0,21,AJK,30,21.0,3.794512551079977,0.0
12337,853,7991,2020-04-28,176,14,570.0,1058,Balochistan,93,409.0,10.674508822425228,1.6412661195779603
3736,320,3515,2020-04-28,222,3,85.0,61,GB,10,117.0,9.103840682788052,0.9375
9247,261,9247,2020-04-28,36,4,203.0,494,ICT,18,494.0,2.8225370390396884,1.532567049808429
14728,1984,15737,2020-04-28,533,104,847.0,848,KP,500,848.0,12.607231365571584,5.241935483870968
44999,5640,75071,2020-04-28,1306,91,2579.0,2315,Punjab,1664,1845.0,7.51288779954976,1.6134751773049645
43949,4956,43949,2020-04-28,925,85,2705.0,2733,Sindh,1241,2733.0,11.276707092311543,1.715092816787732
15540,2160,16549,2020-04-29,562,114,988.0,812,KP,496,812.0,13.05214816605233,5.277777777777778
47151,5827,77619,2020-04-29,1427,100,2581.0,2152,Punjab,1719,2548.0,7.507182519743877,1.716148961729878
9705,297,9705,2020-04-29,36,4,238.0,458,ICT,19,458.0,3.060278207109737,1.3468013468013467
48061,5291,48061,2020-04-29,963,92,2913.0,4112,Sindh,1323,4112.0,11.008926156342982,1.7388017388017387
13286,915,8504,2020-04-29,176,14,632.0,949,Balochistan,93,513.0,10.75964252116651,1.530054644808743
3933,330,3647,2020-04-29,224,3,94.0,197,GB,9,132.0,9.048533040855498,0.9090909090909091
1826,65,1826,2020-04-29,37,0,0.0,113,AJK,28,113.0,3.5596933187294635,0.0
51790,5695,51790,2020-04-30,1169,100,3187.0,3729,Sindh,1239,3729.0,10.996331338096157,1.755926251097454
1958,66,1958,2020-04-30,37,0,0.0,132,AJK,29,132.0,3.3707865168539324,0.0
14187,978,8820,2020-04-30,180,14,696.0,901,Balochistan,88,316.0,11.088435374149661,1.4314928425357873
4176,333,3791,2020-04-30,228,3,92.0,243,GB,10,144.0,8.783962015299393,0.9009009009009009
10435,313,10435,2020-04-30,44,4,244.0,730,ICT,21,730.0,2.9995208433157643,1.2779552715654952
16443,2313,17452,2020-04-30,614,122,1001.0,903,KP,576,903.0,13.253495301398122,5.27453523562473
49573,6061,79914,2020-04-30,1780,103,2581.0,2422,Punjab,1597,2295.0,7.584403233475986,1.6993895396799206
54377,6053,54377,2020-05-01,1222,112,3473.0,2587,Sindh,1246,2587.0,11.13154458686577,1.8503221543036512
53262,6340,82651,2020-05-01,1921,106,2610.0,3689,Punjab,1703,2737.0,7.670808580658431,1.6719242902208202
17495,2627,18504,2020-05-01,654,146,1211.0,1052,KP,616,1052.0,14.196930393428447,5.55767034640274
2038,66,2038,2020-05-01,43,0,0.0,80,AJK,23,80.0,3.23846908734053,0.0
4370,339,3932,2020-05-01,248,3,78.0,194,GB,10,141.0,8.621566632756867,0.8849557522123894
15335,1049,9435,2020-05-01,183,14,762.0,1148,Balochistan,90,615.0,11.118177000529942,1.334604385128694
11194,343,11194,2020-05-01,44,4,277.0,759,ICT,18,759.0,3.064141504377345,1.1661807580174928
18480,2799,19489,2020-05-02,1322,161,12.0,985,KP,626,985.0,14.361947765406127,5.752054305108968
56722,6733,88899,2020-05-02,2610,115,6.0,3460,Punjab,1803,3684.0,7.573763484403649,1.7080053467993466
57761,6675,57761,2020-05-02,4044,118,16.0,3384,Sindh,1218,3384.0,11.556240369799692,1.7677902621722845
11689,365,11689,2020-05-02,302,4,0.0,495,ICT,15,495.0,3.1225938916930445,1.095890410958904
15653,1136,9821,2020-05-02,847,16,1.0,318,Balochistan,90,386.0,11.567050198554119,1.4084507042253522
2054,66,2054,2020-05-02,0,0,0.0,16,AJK,23,16.0,3.213242453748783,0.0
4590,340,4146,2020-05-02,72,3,0.0,220,GB,10,214.0,8.200675349734684,0.8823529411764706
67908,7524,96854,2020-05-04,2775,124,7.0,6021,Punjab,1958,4232.0,7.768393664691185,1.648059542796385
20900,3129,21909,2020-05-04,1535,180,9.0,1338,KP,603,1338.0,14.28180199917842,5.752636625119846
12704,415,12704,2020-05-04,339,4,2.0,415,ICT,16,415.0,3.266687657430731,0.9638554216867471
64052,7465,64052,2020-05-04,4638,130,17.0,3032,Sindh,1142,3032.0,11.654593143071255,1.7414601473543203
15927,1218,10326,2020-05-04,917,21,0.0,92,Balochistan,83,317.0,11.79546775130738,1.7241379310344827
2227,71,2227,2020-05-04,0,0,0.0,42,AJK,27,42.0,3.1881454872025143,0.0
5069,364,4439,2020-05-04,91,3,0.0,268,GB,10,146.0,8.20004505519261,0.8241758241758242
2281,71,2281,2020-05-05,0,0,0.0,54,AJK,22,54.0,3.1126698816308638,0.0
16110,1321,10633,2020-05-05,1014,21,2.0,183,Balochistan,89,271.0,12.423586946299258,1.5897047691143074
5160,372,4581,2020-05-05,80,3,0.0,91,GB,10,142.0,8.120497707924033,0.8064516129032258
13697,464,13697,2020-05-05,383,4,4.0,993,ICT,21,993.0,3.387603124771848,0.8620689655172413
21683,3288,22692,2020-05-05,1578,185,14.0,783,KP,669,783.0,14.489687995769435,5.626520681265207
74533,8103,101897,2020-05-05,2779,136,7.0,6625,Punjab,2472,5043.0,7.952147757048785,1.67839071948661
66623,7882,66623,2020-05-05,4994,137,16.0,2571,Sindh,1122,2571.0,11.83074914068715,1.738137528546054
22553,3499,23562,2020-05-06,875,194,1797.0,915,KP,633,870.0,14.85018249724132,5.544441268933982
79911,8420,106927,2020-05-06,3073,156,2779.0,5378,Punjab,2412,5030.0,7.874531222235731,1.852731591448931
14585,485,14585,2020-05-06,56,4,407.0,888,ICT,18,888.0,3.32533424751457,0.8247422680412372
69973,8189,68873,2020-05-06,1671,148,5139.0,3350,Sindh,1231,2250.0,11.890000435584335,1.807302478935157
16334,1495,11496,2020-05-06,206,21,1201.0,224,Balochistan,67,863.0,13.004523312456506,1.4046822742474918
5284,386,4748,2020-05-06,282,3,79.0,124,GB,22,167.0,8.129738837405224,0.7772020725388601
2391,76,2391,2020-05-06,54,0,0.0,110,AJK,22,110.0,3.178586365537432,0.0
2471,76,2471,2020-05-07,57,0,0.0,80,AJK,19,80.0,3.075677863213274,0.0
16470,1659,12289,2020-05-07,209,22,1361.0,136,Balochistan,67,793.0,13.4998779396208,1.3261000602772754
5565,388,4876,2020-05-07,288,3,76.0,281,GB,21,128.0,7.957342083675144,0.7731958762886598
15607,521,15607,2020-05-07,56,4,442.0,1022,ICT,19,1022.0,3.338245658999167,0.7677543186180422
23975,3712,24984,2020-05-07,939,203,1899.0,1422,KP,671,1422.0,14.857508805635607,5.46875
86398,9077,112007,2020-05-07,3184,175,2779.0,6487,Punjab,2939,5080.0,8.103957788352515,1.9279497631376006
72544,8640,72544,2020-05-07,1731,157,5528.0,2571,Sindh,1224,3671.0,11.910013233348037,1.8171296296296298
76078,9093,76078,2020-05-08,1853,171,5858.0,3534,Sindh,1211,3534.0,11.952206945503299,1.8805674694820191
92781,10033,117206,2020-05-08,4062,183,2779.0,6383,Punjab,3009,5199.0,8.56014197225398,1.8239808631516
25522,3956,26531,2020-05-08,984,209,2059.0,1547,KP,704,1547.0,14.910858995137763,5.283114256825075
2518,78,2518,2020-05-08,58,0,0.0,47,AJK,20,47.0,3.0976965845909454,0.0
5658,394,5007,2020-05-08,292,3,86.0,93,GB,13,131.0,7.86898342320751,0.7614213197969544
16705,1725,13241,2020-05-08,209,24,1448.0,235,Balochistan,44,952.0,13.02771693980817,1.391304347826087
16666,558,16666,2020-05-08,72,4,464.0,1059,ICT,18,1059.0,3.3481339253570144,0.7168458781362007
96701,10471,121194,2020-05-09,4131,191,2779.0,3920,Punjab,3370,3988.0,8.63986666006568,1.8240855696686085
81610,9691,81610,2020-05-09,1940,175,6422.0,5532,Sindh,1154,5532.0,11.874770248744026,1.8057991951295018
26981,4327,27990,2020-05-09,1033,221,2267.0,1459,KP,806,1459.0,15.459092533047517,5.107464756182113
17657,609,17657,2020-05-09,72,4,504.0,991,ICT,29,991.0,3.449057031205754,0.6568144499178982
5886,421,5135,2020-05-09,298,3,108.0,228,GB,12,128.0,8.198636806231743,0.7125890736342043
16822,1876,13771,2020-05-09,222,24,1586.0,117,Balochistan,44,530.0,13.622830586014087,1.279317697228145
2668,79,2668,2020-05-09,60,0,0.0,150,AJK,19,150.0,2.9610194902548725,0.0
101371,11093,125988,2020-05-10,4240,192,2779.0,4670,Punjab,3882,4794.0,8.804806806997492,1.730821238618949
28193,4509,29202,2020-05-10,1086,234,2587.0,1212,KP,602,1212.0,15.440723238134375,5.189620758483033
18755,641,18755,2020-05-10,72,5,535.0,1098,ICT,29,1098.0,3.417755265262597,0.7800312012480499
87108,10771,87108,2020-05-10,2020,180,7432.0,5498,Sindh,1139,5498.0,12.365109978417596,1.6711540246959429
16944,1935,14374,2020-05-10,242,24,1641.0,122,Balochistan,28,603.0,13.461806038680951,1.2403100775193798
2780,86,2780,2020-05-10,60,0,0.0,112,AJK,26,112.0,3.093525179856115,0.0
5983,430,5310,2020-05-10,303,4,110.0,97,GB,13,175.0,8.097928436911488,0.9302325581395349
2854,86,2854,2020-05-11,64,0,0.0,74,AJK,22,74.0,3.0133146461107216,0.0
17237,2017,14687,2020-05-11,242,26,1721.0,293,Balochistan,28,313.0,13.733233471777762,1.2890431333663859
6060,442,5480,2020-05-11,304,4,129.0,77,GB,5,170.0,8.065693430656934,0.904977375565611
19532,679,19532,2020-05-11,72,6,573.0,777,ICT,28,777.0,3.4763465082940814,0.8836524300441826
29463,4669,30472,2020-05-11,1126,245,2657.0,1270,KP,641,1270.0,15.32226306117091,5.247376311844078
103904,11568,130546,2020-05-11,4323,197,2779.0,2533,Punjab,4269,4558.0,8.861244312349669,1.7029737206085753
91323,11480,91323,2020-05-11,2081,189,7973.0,4215,Sindh,1237,4215.0,12.57076530556377,1.6463414634146343
30597,4875,31606,2020-05-12,2713,257,2713.0,1134,KP,649,1134.0,15.424286527874454,5.271794871794872
107603,11869,135114,2020-05-12,2784,211,2784.0,3699,Punjab,4422,4568.0,8.784433885459686,1.7777403319571994
95053,12017,95053,2020-05-12,8178,200,8178.0,3730,Sindh,1490,3730.0,12.642420544327901,1.6643088957310477
20201,716,20201,2020-05-12,602,6,602.0,669,ICT,36,669.0,3.544378991139052,0.8379888268156425
17514,2061,15323,2020-05-12,1761,27,1761.0,277,Balochistan,31,636.0,13.450368726750636,1.3100436681222707
6213,457,5619,2020-05-12,121,4,121.0,153,GB,12,139.0,8.133119772201459,0.87527352297593
2935,86,2935,2020-05-12,0,1,0.0,81,AJK,21,81.0,2.93015332197615,1.1627906976744187
99117,12610,99117,2020-05-13,8668,218,8668.0,4064,Sindh,1495,4064.0,12.722338246718525,1.7287866772402856
3037,88,3037,2020-05-13,0,1,0.0,102,AJK,19,102.0,2.8975963121501485,1.1363636363636365
17781,2158,15751,2020-05-13,1844,27,1844.0,267,Balochistan,31,428.0,13.700717414767317,1.2511584800741427
6224,475,5748,2020-05-13,127,4,127.0,11,GB,13,129.0,8.26374391092554,0.8421052631578947
21257,759,21257,2020-05-13,632,6,632.0,1056,ICT,29,1056.0,3.57058851201957,0.7905138339920948
31568,5021,32577,2020-05-13,2860,267,2860.0,971,KP,589,971.0,15.412714491819383,5.3176658036247755
114762,13225,140212,2020-05-13,2780,214,2780.0,7159,Punjab,5700,5098.0,9.432145608079194,1.618147448015123
103343,13341,103343,2020-05-14,2835,234,8840.0,4226,Sindh,1432,-4487.0,12.909437504233475,1.7539914549134248
121329,13561,145577,2020-05-14,4636,223,2790.0,6567,Punjab,5912,-5670.0,9.315345143807058,1.6444215028390237
33253,5252,34352,2020-05-14,1392,275,3013.0,1685,KP,572,-1553.0,15.288775034932463,5.236100533130236
3245,91,3245,2020-05-14,69,1,0.0,208,AJK,21,-166.0,2.8043143297380584,1.098901098901099
6396,482,5884,2020-05-14,337,4,129.0,172,GB,12,-143.0,8.191706322229777,0.8298755186721992
17910,2239,16062,2020-05-14,326,27,1855.0,129,Balochistan,31,-539.0,13.939733532561323,1.205895489057615
22287,822,22287,2020-05-14,100,6,690.0,1030,ICT,26,-1122.0,3.6882487548795266,0.7299270072992701
34806,5423,35905,2020-05-15,1505,284,3087.0,1553,KP,547,3328.0,15.103745996379333,5.236953715655542
126538,13914,151247,2020-05-15,4720,234,2780.0,5209,Punjab,6180,11035.0,9.199521312819428,1.6817593790426906
107830,14099,107830,2020-05-15,3073,243,9307.0,4487,Sindh,1476,8713.0,13.075210980246684,1.7235264912405135
23409,866,23409,2020-05-15,100,7,734.0,1122,ICT,25,2152.0,3.699431842453757,0.8083140877598153
18255,2310,16601,2020-05-15,342,30,1907.0,345,Balochistan,31,850.0,13.914824408168183,1.2987012987012987
3411,105,3411,2020-05-15,76,1,0.0,166,AJK,28,374.0,3.0782761653474053,0.9523809523809524
6573,501,6027,2020-05-15,339,4,141.0,177,GB,17,279.0,8.312593330014932,0.7984031936127743
132593,14201,157226,2020-05-16,4757,245,2781.0,6055,Punjab,6418,11649.0,9.03222113390915,1.7252306175621437
36443,5678,37452,2020-05-16,1613,291,3252.0,1637,KP,522,3100.0,15.160739079354906,5.125044029587883
24367,921,24367,2020-05-16,100,7,784.0,958,ICT,30,2080.0,3.7797020560594246,0.760043431053203
113396,14916,113396,2020-05-16,3606,255,9651.0,5566,Sindh,1404,10053.0,13.153903135913083,1.7095736122284793
18609,2457,17078,2020-05-16,383,31,2011.0,354,Balochistan,32,1016.0,14.38693055392903,1.2617012617012617
3572,108,3572,2020-05-16,76,1,0.0,161,AJK,31,327.0,3.0235162374020157,0.9259259259259258
6660,518,6173,2020-05-16,345,4,145.0,87,GB,24,289.0,8.391381824072575,0.7722007722007722
3758,112,3758,2020-05-17,77,1,0.0,186,AJK,34,347.0,2.9803086748270355,0.8928571428571428
18627,2544,17663,2020-05-17,417,36,2059.0,18,Balochistan,32,1062.0,14.402989299665968,1.4150943396226416
6808,527,6356,2020-05-17,348,4,154.0,148,GB,21,329.0,8.29137822529893,0.7590132827324478
25385,947,25385,2020-05-17,113,7,805.0,1018,ICT,22,1976.0,3.730549537128226,0.7391763463569165
37913,5847,38992,2020-05-17,1699,305,3469.0,1470,KP,374,3087.0,14.99538366844481,5.21635026509321
138511,14584,163466,2020-05-17,4883,252,2832.0,5918,Punjab,6617,12219.0,8.921732959759215,1.7279210093252881
117860,15590,117860,2020-05-17,3804,268,10253.0,4464,Sindh,1265,10030.0,13.227558119803156,1.7190506735086593
122894,16337,122894,2020-05-18,4209,277,10445.0,5034,Sindh,1406,9498.0,13.29357006851433,1.6955377364265163
142864,15346,168940,2020-05-18,4918,260,2780.0,4353,Punjab,7388,11714.0,9.083698354445366,1.694252573960641
39321,6061,40410,2020-05-18,1783,318,3440.0,1408,KP,520,2958.0,14.99876268250433,5.246658967167135
18801,2692,18021,2020-05-18,454,36,2176.0,174,Balochistan,26,943.0,14.938127739859052,1.337295690936107
6929,540,6517,2020-05-18,368,4,142.0,121,GB,26,344.0,8.286021175387448,0.7407407407407408
3947,112,3947,2020-05-18,77,1,0.0,189,AJK,34,375.0,2.837598175829744,0.8928571428571428
26606,997,26606,2020-05-18,113,7,846.0,1221,ICT,31,2239.0,3.7472750507404347,0.7021063189568706
4090,115,4090,2020-05-19,77,1,0.0,143,AJK,37,332.0,2.8117359413202934,0.8695652173913043
19029,2820,18438,2020-05-19,524,38,2224.0,228,Balochistan,34,775.0,15.294500488122356,1.3475177304964538
6985,550,6636,2020-05-19,368,4,156.0,56,GB,22,280.0,8.288125376732971,0.7272727272727273
27425,1034,27425,2020-05-19,113,9,890.0,819,ICT,22,2040.0,3.7702825888787603,0.8704061895551257
40721,6230,41825,2020-05-19,1944,334,3474.0,1400,KP,478,2833.0,14.89539748953975,5.36115569823435
148621,15976,174305,2020-05-19,4974,273,2780.0,5757,Punjab,7949,10839.0,9.165543157109663,1.7088132198297448
127573,17241,127573,2020-05-19,4489,280,11095.0,4679,Sindh,1377,9713.0,13.514615161515367,1.6240357287860334
155679,16685,180540,2020-05-20,5076,289,2782.0,7058,Punjab,8538,11600.0,9.24171928658469,1.732094695834582
42121,6554,43329,2020-05-20,2058,345,3639.0,1400,KP,512,2919.0,15.126127997415125,5.26396093988404
29033,1138,29033,2020-05-20,151,9,948.0,1608,ICT,30,2427.0,3.9196776082389007,0.7908611599297013
131376,17947,131376,2020-05-20,4741,299,11373.0,3803,Sindh,1534,8482.0,13.66079040311777,1.6660166044464255
19381,2885,19003,2020-05-20,608,38,2200.0,352,Balochistan,39,982.0,15.181813397884545,1.317157712305026
4242,133,4242,2020-05-20,77,1,0.0,152,AJK,55,295.0,3.1353135313531353,0.7518796992481203
7071,556,6731,2020-05-20,390,4,142.0,86,GB,20,214.0,8.260288218689645,0.7194244604316548
162669,17382,185979,2020-05-21,5112,297,3255.0,6990,Punjab,8718,11674.0,9.346216508315456,1.7086641353123921
43623,6815,44973,2020-05-21,2130,351,3799.0,1502,KP,535,3148.0,15.153536566384277,5.150403521643434
30364,1235,30364,2020-05-21,151,10,1039.0,1331,ICT,35,2939.0,4.067316559083125,0.8097165991902834
137540,18964,137540,2020-05-21,5645,316,11516.0,6164,Sindh,1487,9967.0,13.787988948669478,1.6663151233916893
19394,2968,19345,2020-05-21,636,38,2259.0,13,Balochistan,35,907.0,15.342465753424658,1.280323450134771
4470,148,4470,2020-05-21,79,1,0.0,228,AJK,68,380.0,3.3109619686800893,0.6756756756756757
7178,579,6928,2020-05-21,402,4,151.0,107,GB,22,292.0,8.357390300230946,0.690846286701209
4659,158,4659,2020-05-22,79,1,0.0,189,AJK,78,417.0,3.391285683623095,0.6329113924050633
19698,3074,19888,2020-05-22,724,39,2253.0,304,Balochistan,58,885.0,15.456556717618664,1.2687052700065062
7310,602,7099,2020-05-22,412,4,161.0,132,GB,25,368.0,8.480067615157065,0.6644518272425249
32126,1326,32126,2020-05-22,151,12,1129.0,1762,ICT,34,3093.0,4.127497976716678,0.904977375565611
45049,7155,46762,2020-05-22,2198,365,4172.0,1426,KP,420,3433.0,15.300885334245756,5.101327742837177
165801,18455,191910,2020-05-22,5312,310,3415.0,3132,Punjab,9418,11370.0,9.61648689489865,1.6797615822270389
143543,19924,143543,2020-05-22,6325,336,11735.0,6003,Sindh,1528,12167.0,13.880161345380825,1.6864083517365993
46279,7391,48348,2020-05-23,2297,381,4248.0,1230,KP,465,3375.0,15.287085298254322,5.15491814368827
169603,18730,197225,2020-05-23,5906,324,10374.0,3802,Punjab,2126,11246.0,9.496767651159843,1.7298451681793912
32964,1457,32964,2020-05-23,152,12,1260.0,838,ICT,33,2600.0,4.419973304210654,0.8236101578586137
149566,20883,149566,2020-05-23,7015,340,11895.0,6023,Sindh,1633,12026.0,13.962397871173929,1.6281185653402288
19980,3198,20383,2020-05-23,762,39,2339.0,282,Balochistan,58,1038.0,15.689545209242997,1.2195121951219512
7540,607,7338,2020-05-23,427,4,150.0,230,GB,26,410.0,8.27200872172254,0.6589785831960462
4868,171,4868,2020-05-23,94,1,0.0,209,AJK,76,398.0,3.5127362366474935,0.5847953216374269
153902,21645,153902,2020-05-24,7213,354,12424.0,4336,Sindh,1654,10359.0,14.064144715468284,1.6354816354816355
5103,197,5103,2020-05-24,97,1,0.0,235,AJK,99,444.0,3.8604742308446007,0.5076142131979695
19998,3306,20987,2020-05-24,860,39,2346.0,18,Balochistan,61,1099.0,15.75260875780245,1.17967332123412
7780,619,7443,2020-05-24,430,4,161.0,240,GB,24,344.0,8.316539029961037,0.6462035541195477
33936,1592,33936,2020-05-24,152,14,1396.0,972,ICT,30,1810.0,4.691183404054692,0.8793969849246231
47431,7685,49780,2020-05-24,2396,389,4497.0,1152,KP,403,3018.0,15.437926878264363,5.061808718282369
175007,19557,202456,2020-05-24,6050,332,11215.0,5404,Punjab,1960,10546.0,9.659876713952661,1.6976018816791942
157449,22491,157449,2020-05-25,7359,367,13094.0,3547,Sindh,1671,7883.0,14.284625497780235,1.6317638166377662
178178,20077,206041,2020-05-25,6091,337,11596.0,3171,Punjab,2053,8816.0,9.744177129794556,1.6785376301240225
48476,7905,51587,2020-05-25,2469,398,4637.0,1045,KP,401,3239.0,15.3236280458255,5.034788108791903
5225,209,5225,2020-05-25,99,2,0.0,122,AJK,108,357.0,4.0,0.9569377990430622
7827,619,7574,2020-05-25,437,7,151.0,47,GB,24,236.0,8.172696065487193,1.1308562197092082
19998,3407,21401,2020-05-25,875,40,2415.0,0,Balochistan,77,1018.0,15.919816830989205,1.174053419430584
